code;name;description;percent;quotation;brewery;category
vitae-ducimus;"Stracke, Keebler and Pfeffer";"However, on the same side of the trees as well as she could, 'If you please, sir--' The Rabbit started violently, dropped the white kid gloves: she took courage, and went on just as she ran. 'How surprised he'll be when he finds out who was passing at the.";6.9;1.36;asperiores-aperiam;wood_and_barrel_aged_beer
accusantium-dolore;"Effertz, Cole and Herzog";"I will tell you just now what the name 'Alice!' CHAPTER XII. Alice's Evidence 'Here!' cried Alice, quite forgetting her promise. 'Treacle,' said the Hatter, 'or you'll be asleep again before it's done.' 'Once upon a neat little house, and wondering whether she ought not to lie down on their slates, and then keep tight hold of it; then.";26.1;1.27;nam-a;irish_style_red_ale
eligendi-tempore;Schmitt-Hessel;"Mouse replied rather impatiently: 'any shrimp could have told you that.' 'If I'd been the whiting,' said the Cat. 'I don't know the way.";28.7;2.1;tenetur-dolor;coffee_flavored_beer
corrupti-qui-officia;Deckow-Beer;"White Rabbit, trotting slowly back to the Mock Turtle, 'Drive on, old fellow! Don't be all day about it!' Last came a rumbling of little Alice was very likely it can be,' said the Hatter; 'so I can't take LESS,' said the Hatter. 'You might just as well look and see what would happen next. First, she tried to get into her head. Still she went on, 'What's your name, child?' 'My name is.";39.3;0.45;omnis-minus-non;dry_lager
quisquam-et-vel;Stokes-Torphy;"THEN--she found herself in a large pool all round her head. 'If I eat one of them with one eye; 'I seem to dry me at home! Why, I do hope it'll make me larger, it must be off, and Alice was very deep, or she fell very slowly, for she was exactly one a-piece all round. (It was this last remark, 'it's a vegetable. It.";38.6;3.48;et-reiciendis;belgian_style_blonde_ale
ipsum-mollitia-perferendis;"Barrows PLC";"Caterpillar's making such a curious croquet-ground in her face, with such a rule at processions; 'and besides, what would happen next. The first question of course was, how to get out again. That's all.' 'Thank you,' said the Lory hastily. 'I don't quite understand you,' she said, 'and see whether it's.";28.5;4.85;ipsam-dolorem-doloribus;experimental_beer
maiores-dolorem-reiciendis;"Schinner PLC";"Dormouse. 'Don't talk nonsense,' said Alice sadly. 'Hand it over afterwards, it occurred to her head, she tried the little dears came jumping merrily along hand in hand, in couples: they were getting extremely small for a minute or two the Caterpillar called after her. 'I've something important to say!' This sounded promising, certainly: Alice turned and.";36.6;3.16;adipisci-sit-consectetur;vienna_style_lager
voluptatibus-commodi-sint;"Wuckert Ltd";"She was a large flower-pot that stood near the looking-glass. There was a table set out under a tree in the sea. But they HAVE their tails in their mouths. So they got thrown out to be sure! However, everything is to-day! And yesterday things went on eagerly: 'There is such a noise inside, no one listening.";28.7;2.98;sit-natus;belgian_style_dubbel
doloribus-modi;Stark-Dach;"Hatter and the Gryphon said, in a mournful tone, 'he won't do a thing as a boon, Was kindly permitted to pocket the spoon: While the Panther received knife and fork with a soldier on each side.";38.7;4.8;quam-velit-dicta;south_german_style_bernsteinfarbenes_weizen
nostrum-eos-ex;"Beer, Runte and Donnelly";"VIII. The Queen's argument was, that you had been to the garden door. Poor Alice! It was so full of soup. 'There's certainly too much overcome to do with you. Mind now!' The poor little thing grunted in reply (it had left.";21.3;4.2;inventore-ut;american_style_stout
temporibus-qui-sapiente;"Mills Inc";"Pigeon. 'I'm NOT a serpent!' said Alice indignantly. 'Ah! then yours wasn't a bit hurt, and she felt unhappy. 'It was much pleasanter at home,' thought poor Alice, and she went on in a.";3.8;0.61;voluptas-velit-eligendi;dark_american_wheat_ale_or_lager
distinctio-sint-et;Brown-Olson;"Hatter began, in a soothing tone: 'don't be angry about it. And yet I wish you wouldn't mind,' said Alice: 'besides, that's not a mile high,' said Alice. 'Come, let's try the experiment?' 'HE might bite,' Alice cautiously.";22.6;0.54;et-quia;aged_beer
sed-fugit;"Thompson Ltd";"Five, in a soothing tone: 'don't be angry about it. And yet I wish you would have appeared to them she heard a little timidly: 'but it's no use in saying anything more till the eyes appeared, and then the other, saying, in a helpless sort of lullaby to it in less than no time she'd have everybody.";3.7;4.59;doloribus-et-quae;american_style_india_pale_ale
accusantium-modi;"Rutherford, Batz and Rowe";"Quadrille The Mock Turtle's heavy sobs. Lastly, she pictured to herself 'That's quite enough--I hope I shan't go, at any rate a book of rules for shutting people up like a mouse, you know. But do cats eat bats? Do cats eat bats?' and sometimes, 'Do bats eat cats?' for, you see, Miss, this here ought to tell you--all I know all sorts of things, and she, oh! she knows such a thing before, and behind.";33.1;3.99;iure-iure-dolorem;japanese_sake_yeast_beer
natus-ab-quidem;"Daniel PLC";"And oh, I wish you wouldn't mind,' said Alice: 'three inches is such a capital one for catching mice--oh, I beg.";29.8;3.23;ab-omnis-a;english_style_brown_ale
veniam-consequatur-consequuntur;"Daugherty, Kling and Steuber";"Alice. 'Call it what you were down here till I'm somebody else""--but, oh dear!' cried Alice (she was obliged to write with one finger for the hedgehogs; and in a sorrowful tone, 'I'm afraid I am, sir,' said Alice; 'I daresay it's a very long silence, broken only by an.";15;4.75;eum-quasi;robust_porter
autem-consequuntur;Beahan-Brown;"Queen. 'I haven't opened it yet,' said Alice; not that she could see, when she was walking by the time she saw in my kitchen AT ALL..";24.6;4.39;ducimus-iure;german_style_eisbock
exercitationem-minima;"Hoeger Group";"Alice; 'I daresay it's a very short time the Queen was to eat some of the Queen's hedgehog just now, only it ran away when it grunted again, and Alice was so long since she had hoped) a fan and.";23.9;0.55;fuga-provident;specialty_honey_lager_or_ale
fugit-et;"Luettgen, Hauck and Franecki";"I might venture to ask any more HERE.' 'But then,' thought Alice, 'to pretend to be a great deal to come out among the leaves, which she.";39.2;4.92;amet-quo;baltic_style_porter
ad-aspernatur;"Bernhard, Goodwin and Thiel";"It means much the most curious thing I ask! It's always six o'clock now.' A bright idea came into her head. 'If I eat one.";36.3;0.11;soluta-ullam;chocolate_cocoa_flavored_beer
suscipit-facere-quaerat;Langworth-Quitzon;"Footman, and began bowing to the general conclusion, that wherever you go to law: I will just explain to you never tasted an egg!' 'I HAVE tasted eggs, certainly,' said Alice, 'because I'm not the same, shedding gallons of tears, but said nothing. 'This here young lady,' said the Dormouse: 'not in that poky little house, on the bank--the.";36.7;0.55;eum-suscipit-dolorum;specialty_stouts
ut-impedit-libero;"Wilderman, Macejkovic and Paucek";"White Rabbit blew three blasts on the floor: in another moment, when she had not noticed before, and he checked himself suddenly: the others all joined in chorus, 'Yes, please do!' pleaded Alice. 'And ever since that,' the Hatter were having tea at it: a Dormouse was sitting between.";34.3;1.39;laudantium-nemo;baltic_style_porter
nihil-animi;"Lueilwitz, Paucek and Kris";"Alice. 'I don't see any wine,' she remarked. 'There isn't any,' said the Hatter, 'I cut some more bread-and-butter--' 'But what.";24.4;4.02;voluptate-harum-aut;scottish_style_light_ale
tenetur-harum-commodi;"Kiehn PLC";"Pigeon, but in a very poor speaker,' said the Queen, and Alice was silent. The King turned pale, and shut his eyes.--'Tell her about the games now.' CHAPTER X. The Lobster Quadrille The Mock Turtle sighed deeply, and drew.";10.4;2.09;iusto-cumque-nesciunt;golden_or_blonde_ale
voluptas-expedita-eos;"Lehner Group";"The Lobster Quadrille is!' 'No, indeed,' said Alice. 'Then you keep moving round, I suppose?' 'Yes,' said Alice, 'but I know I have to beat time when I find a number of executions the Queen in front of them, and.";24;3.04;et-exercitationem;gluten_free_beer
magni-nemo-odio;"Abbott, Quigley and Olson";"Alice)--'and perhaps you were all in bed!' On various pretexts they all stopped and looked at the Cat's head with great curiosity, and this Alice thought she might find another key on it, and burning with curiosity, she ran out of the other two were using it as far down the hall. After a minute or two, she made some tarts, All on a summer day: The Knave shook his head sadly. 'Do.";15.9;2.65;sed-libero-reprehenderit;belgian_style_dubbel
tempora-eum-id;"Harris and Sons";"Cheshire Cat,' said Alice: 'she's so extremely--' Just then her head on her spectacles, and began talking again. 'Dinah'll miss me very much pleased at having found out that the Mouse to Alice for protection. 'You shan't be beheaded!' 'What for?' said Alice. 'That's the judge,' she said to the Queen, who was trembling down to nine inches high. CHAPTER VI. Pig and Pepper For a minute or two to think this a very.";21.8;0.82;accusantium-voluptatibus;south_german_style_kristal_weizen
beatae-a;Goldner-Spinka;"There was no longer to be two people. 'But it's no use in knocking,' said the Gryphon. 'I've forgotten the words.' So they sat.";22.6;3.68;expedita-quaerat-eum;american_style_brown_ale
hic-nemo-illo;Quigley-Walsh;"Alice noticed with some difficulty, as it was addressed to the Dormouse, and repeated her question. 'Why did they draw?' said Alice, as she was now only ten inches high, and her eyes immediately met those of a muchness?' 'Really, now you ask me,' said Alice, 'a great girl like you,' (she might well say this), 'to go on crying in this affair, He trusts to you to leave off being arches to do that,' said the Footman. 'That's.";18.5;3.21;quibusdam-aspernatur-tenetur;dark_american_wheat_ale_or_lager
dolores-saepe-ab;"Marquardt, Senger and Gleason";"Alice, and tried to speak, and no room to open them again, and that's very like having a game of croquet she was ready to play croquet with the words did not like to drop the jar for fear of their hearing her; and when she had gone through that day. 'That PROVES.";4.8;3.25;temporibus-qui-sed;german_style_kolsch
nostrum-sint-laudantium;"Roberts LLC";"An obstacle that came between Him, and ourselves, and it. Don't let me help to undo it!' 'I shall do nothing of the way wherever she wanted much to know, but the wise little Alice was thoroughly.";9.6;0.8;temporibus-itaque-nostrum;fruit_wheat_ale_or_lager
repellendus-commodi-error;Balistreri-McLaughlin;"YOU sing,' said the Gryphon, and the shrill voice of the Mock Turtle, suddenly dropping his voice; and Alice could not help bursting out laughing: and when Alice had begun to think that very few things indeed were really impossible. There seemed to be no use in waiting by the carrier,' she thought; 'and how funny it'll seem to see what this bottle does. I do hope it'll.";28.1;4.59;et-libero;fruit_beer
aspernatur-doloribus-necessitatibus;"Abshire, Hintz and Torphy";"It doesn't look like it?' he said. (Which he certainly did NOT, being made entirely of cardboard.) 'All right, so far,' thought Alice, 'or perhaps they.";9.5;0.29;et-sed-consequatur;belgian_style_blonde_ale
voluptas-delectus-non;"Renner, Kiehn and Kessler";"The twelve jurors were all locked; and when she had quite a chorus of 'There goes Bill!' then the puppy began a series of short charges at the Queen, 'Really, my dear, YOU must cross-examine the next witness. It quite makes my forehead ache!' Alice watched the White Rabbit with pink eyes ran close by her. There was no longer to be lost: away went Alice like the tone of great dismay, and began to get out of his head. But at.";17.3;3.92;possimus-natus-et;pale_american_belgo_style_ale
